transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
9815,2023-06-17,17:46:23,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9816,2023-06-17,12:56:41,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9817,2023-06-17,17:26:08,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9817,2023-06-17,17:26:08,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9817,2023-06-17,17:26:08,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9818,2023-06-17,08:07:12,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9819,2023-06-17,17:37:11,2,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9819,2023-06-17,17:37:11,1,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
9820,2023-06-17,14:24:16,1,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
9820,2023-06-17,14:24:16,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9820,2023-06-17,14:24:16,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
9821,2023-06-17,10:15:54,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
9822,2023-06-17,15:00:39,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9823,2023-06-17,18:12:53,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9824,2023-06-17,07:52:34,2,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9825,2023-06-17,09:13:22,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
9825,2023-06-17,09:13:22,2,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9826,2023-06-17,20:41:57,2,5,Lower Manhattan,20,0.80,Flavours,Regular syrup,Vanilla syrup
9826,2023-06-17,20:41:57,1,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
9827,2023-06-17,12:15:12,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
9827,2023-06-17,12:15:12,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9827,2023-06-17,12:15:12,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9828,2023-06-17,14:39:01,1,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
9829,2023-06-17,13:11:30,3,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9829,2023-06-17,13:11:30,2,3,Astoria,12,3.75,Bakery,Pastry,Croissant
9829,2023-06-17,13:11:30,2,3,Astoria,4,4.50,Coffee,Espresso,Latte
9829,2023-06-17,13:11:30,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9830,2023-06-17,18:32:38,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
9831,2023-06-17,09:09:30,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9831,2023-06-17,09:09:30,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9832,2023-06-17,10:14:51,1,3,Astoria,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
9832,2023-06-17,10:14:51,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9832,2023-06-17,10:14:51,1,3,Astoria,12,3.75,Bakery,Pastry,Croissant
9832,2023-06-17,10:14:51,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9833,2023-06-17,09:40:05,2,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9833,2023-06-17,09:40:05,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
9834,2023-06-17,09:38:19,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9835,2023-06-17,15:49:32,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
9836,2023-06-17,19:42:07,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9836,2023-06-17,19:42:07,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9837,2023-06-17,11:26:19,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9837,2023-06-17,11:26:19,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
9837,2023-06-17,11:26:19,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9838,2023-06-17,13:58:21,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9839,2023-06-17,08:45:17,2,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
9840,2023-06-17,09:26:35,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
9841,2023-06-17,16:22:37,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9842,2023-06-17,13:24:01,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9843,2023-06-17,12:30:29,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
9843,2023-06-17,12:30:29,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9843,2023-06-17,12:30:29,1,8,Hell's Kitchen,13,2.50,Bakery,Biscotti,Ginger Biscotti
9844,2023-06-17,13:28:39,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
9844,2023-06-17,13:28:39,2,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9844,2023-06-17,13:28:39,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
9845,2023-06-17,15:12:21,2,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
9846,2023-06-17,10:55:56,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9846,2023-06-17,10:55:56,2,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9847,2023-06-17,13:52:29,3,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
9848,2023-06-17,12:30:22,2,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
9848,2023-06-17,12:30:22,1,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
9848,2023-06-17,12:30:22,3,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9848,2023-06-17,12:30:22,2,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
9849,2023-06-17,18:30:42,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9850,2023-06-17,12:28:37,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
9851,2023-06-17,07:11:13,2,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
9851,2023-06-17,07:11:13,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
9851,2023-06-17,07:11:13,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9852,2023-06-17,10:09:46,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
9852,2023-06-17,10:09:46,1,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
9852,2023-06-17,10:09:46,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
9853,2023-06-17,08:20:00,1,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
9854,2023-06-17,09:47:02,2,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9855,2023-06-18,08:46:47,1,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9856,2023-06-18,10:55:33,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
9857,2023-06-18,08:50:39,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9857,2023-06-18,08:50:39,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9857,2023-06-18,08:50:39,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
9858,2023-06-18,17:06:27,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9859,2023-06-18,12:25:07,1,8,Hell's Kitchen,17,45.00,Coffee beans,Premium Beans,Civet Cat
9859,2023-06-18,12:25:07,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9860,2023-06-18,11:16:18,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9860,2023-06-18,11:16:18,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9860,2023-06-18,11:16:18,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9861,2023-06-18,13:30:02,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
9861,2023-06-18,13:30:02,2,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9862,2023-06-18,09:23:14,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9863,2023-06-18,08:05:23,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
9864,2023-06-18,07:09:34,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
9865,2023-06-18,08:33:03,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9866,2023-06-18,17:22:49,1,5,Lower Manhattan,20,0.80,Flavours,Regular syrup,Vanilla syrup
9867,2023-06-18,14:01:01,1,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
9867,2023-06-18,14:01:01,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
9867,2023-06-18,14:01:01,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9868,2023-06-18,07:33:36,1,5,Lower Manhattan,20,0.80,Flavours,Regular syrup,Vanilla syrup
9868,2023-06-18,07:33:36,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9869,2023-06-18,11:29:32,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9870,2023-06-18,14:09:22,1,3,Astoria,12,3.75,Bakery,Pastry,Croissant
9870,2023-06-18,14:09:22,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
9870,2023-06-18,14:09:22,2,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9870,2023-06-18,14:09:22,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9871,2023-06-18,08:22:06,1,3,Astoria,12,3.75,Bakery,Pastry,Croissant
9872,2023-06-18,12:45:19,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9873,2023-06-18,17:19:06,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
9874,2023-06-18,08:12:53,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9874,2023-06-18,08:12:53,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
9875,2023-06-18,10:34:17,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
9876,2023-06-18,17:49:45,3,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
9876,2023-06-18,17:49:45,2,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9877,2023-06-18,13:18:49,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
9878,2023-06-18,06:43:11,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9879,2023-06-18,10:16:12,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
9880,2023-06-18,10:51:43,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9881,2023-06-18,15:32:21,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9882,2023-06-18,20:39:05,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9883,2023-06-18,17:37:43,2,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9884,2023-06-18,12:28:46,1,8,Hell's Kitchen,19,10.00,Loose Tea,Black tea,Earl Grey Rg
9885,2023-06-18,08:00:55,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9886,2023-06-18,13:53:55,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
9886,2023-06-18,13:53:55,2,5,Lower Manhattan,17,45.00,Coffee beans,Premium Beans,Civet Cat
9887,2023-06-18,11:12:16,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9888,2023-06-18,11:10:42,2,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
9889,2023-06-18,15:18:40,2,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
9889,2023-06-18,15:18:40,1,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9890,2023-06-18,08:31:31,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
9890,2023-06-18,08:31:31,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
9891,2023-06-18,09:13:32,1,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
9892,2023-06-18,08:56:02,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9893,2023-06-18,17:40:32,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9893,2023-06-18,17:40:32,1,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9894,2023-06-18,07:55:18,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9895,2023-06-18,10:37:28,2,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9895,2023-06-18,10:37:28,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
9896,2023-06-18,18:59:54,1,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9896,2023-06-18,18:59:54,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9897,2023-06-18,07:32:33,2,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
9898,2023-06-18,07:59:27,2,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9898,2023-06-18,07:59:27,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9899,2023-06-18,19:47:27,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
9899,2023-06-18,19:47:27,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
9899,2023-06-18,19:47:27,1,3,Astoria,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
9899,2023-06-18,19:47:27,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9900,2023-06-18,10:07:53,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9901,2023-06-18,09:15:21,1,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
9901,2023-06-18,09:15:21,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9902,2023-06-18,17:53:37,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
9902,2023-06-18,17:53:37,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9903,2023-06-18,14:34:55,2,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9904,2023-06-18,11:49:20,1,8,Hell's Kitchen,19,10.00,Loose Tea,Black tea,Earl Grey Rg
9904,2023-06-18,11:49:20,1,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9905,2023-06-18,13:09:07,3,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9905,2023-06-18,13:09:07,2,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
9906,2023-06-18,18:14:34,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
9906,2023-06-18,18:14:34,1,3,Astoria,19,10.00,Loose Tea,Black tea,Earl Grey Rg
9906,2023-06-18,18:14:34,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9907,2023-06-18,10:21:41,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9907,2023-06-18,10:21:41,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
9908,2023-06-18,17:56:46,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9908,2023-06-18,17:56:46,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9909,2023-06-18,13:54:16,1,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9910,2023-06-18,09:42:29,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9911,2023-06-18,10:19:43,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9912,2023-06-18,19:02:41,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9913,2023-06-18,11:36:47,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
9914,2023-06-18,13:36:14,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
9915,2023-06-18,10:28:04,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9915,2023-06-18,10:28:04,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9916,2023-06-18,09:44:01,2,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
9916,2023-06-18,09:44:01,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9916,2023-06-18,09:44:01,1,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9917,2023-06-18,07:06:49,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9918,2023-06-18,10:05:43,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
9919,2023-06-18,19:32:58,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9919,2023-06-18,19:32:58,2,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9919,2023-06-18,19:32:58,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9920,2023-06-18,07:15:12,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9921,2023-06-18,07:30:19,3,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9921,2023-06-18,07:30:19,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
9922,2023-06-18,09:47:49,1,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
9923,2023-06-18,18:24:53,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9923,2023-06-18,18:24:53,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9924,2023-06-18,12:34:03,2,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
9925,2023-06-18,11:16:33,1,8,Hell's Kitchen,13,2.50,Bakery,Biscotti,Ginger Biscotti
9926,2023-06-18,12:06:13,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
9927,2023-06-18,09:34:18,2,3,Astoria,4,4.50,Coffee,Espresso,Latte
9927,2023-06-18,09:34:18,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9928,2023-06-18,07:34:55,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9928,2023-06-18,07:34:55,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9928,2023-06-18,07:34:55,2,3,Astoria,12,3.75,Bakery,Pastry,Croissant
9928,2023-06-18,07:34:55,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9929,2023-06-18,09:18:58,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9930,2023-06-18,13:41:51,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
9930,2023-06-18,13:41:51,1,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
9930,2023-06-18,13:41:51,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
9931,2023-06-18,20:32:41,2,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
9931,2023-06-18,20:32:41,2,3,Astoria,4,4.50,Coffee,Espresso,Latte
9932,2023-06-18,11:42:38,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
9932,2023-06-18,11:42:38,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9933,2023-06-18,12:29:10,1,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
9934,2023-06-19,08:06:47,2,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9934,2023-06-19,08:06:47,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9934,2023-06-19,08:06:47,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9935,2023-06-19,10:56:50,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9935,2023-06-19,10:56:50,2,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
9936,2023-06-19,10:28:17,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
9937,2023-06-19,15:07:33,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9938,2023-06-19,15:00:00,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9939,2023-06-19,08:41:59,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9939,2023-06-19,08:41:59,2,3,Astoria,4,4.50,Coffee,Espresso,Latte
9940,2023-06-19,15:24:07,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9941,2023-06-19,10:18:59,1,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9942,2023-06-19,07:58:36,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9942,2023-06-19,07:58:36,1,5,Lower Manhattan,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
9943,2023-06-19,14:00:49,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
9944,2023-06-19,17:06:11,2,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9945,2023-06-19,14:45:10,1,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
9945,2023-06-19,14:45:10,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9946,2023-06-19,18:09:08,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9947,2023-06-19,07:02:35,1,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
9948,2023-06-19,12:59:03,1,8,Hell's Kitchen,13,2.50,Bakery,Biscotti,Ginger Biscotti
9949,2023-06-19,16:21:25,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
9949,2023-06-19,16:21:25,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9950,2023-06-19,13:08:57,1,5,Lower Manhattan,20,0.80,Flavours,Regular syrup,Vanilla syrup
9950,2023-06-19,13:08:57,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9951,2023-06-19,15:30:47,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9952,2023-06-19,08:42:46,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9953,2023-06-19,09:38:41,2,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9954,2023-06-19,07:01:03,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
9955,2023-06-19,09:35:29,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
9956,2023-06-19,09:48:51,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
9957,2023-06-19,12:52:45,1,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
9957,2023-06-19,12:52:45,1,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
9957,2023-06-19,12:52:45,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
9957,2023-06-19,12:52:45,2,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9958,2023-06-19,13:32:59,2,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
9958,2023-06-19,13:32:59,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9958,2023-06-19,13:32:59,1,5,Lower Manhattan,18,14.00,Branded,Clothing,Coffee Roastery Mug
9959,2023-06-19,14:13:12,2,5,Lower Manhattan,19,10.00,Loose Tea,Black tea,Earl Grey Rg
9960,2023-06-19,07:07:08,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
9960,2023-06-19,07:07:08,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9960,2023-06-19,07:07:08,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9961,2023-06-19,11:11:58,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
9961,2023-06-19,11:11:58,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
9961,2023-06-19,11:11:58,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9962,2023-06-19,08:41:04,3,3,Astoria,12,3.75,Bakery,Pastry,Croissant
9962,2023-06-19,08:41:04,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
9963,2023-06-19,11:23:26,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
